Initial cash,Final cash,Total return,Trades,Win rate
10000.0,9782.07084962401,-2.179291503759905,2,0.0
10000.0,9957.446808510638,-0.4255319148936178,1,0.0
10000.0,9909.004775622312,-0.9099522437768792,2,0.0
10000.0,10228.883937613937,2.2888393761393675,1,100.0
10000.0,9902.384638058873,-0.9761536194112704,2,50.0
10000.0,10167.904758815324,1.679047588153244,2,100.0
10000.0,10000.0,0.0,0,0.0
10000.0,10050.997488419103,0.5099748841910332,2,50.0
10000.0,9928.220758241203,-0.7177924175879707,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,9895.065606650074,-1.049343933499258,2,50.0
10000.0,9940.806295586988,-0.5919370441301179,2,50.0
10000.0,10215.287084406427,2.152870844064273,2,50.0
10000.0,10018.320720375514,0.18320720375513702,2,50.0
10000.0,9831.159387074757,-1.6884061292524348,2,50.0
10000.0,10135.805986232326,1.3580598623232618,2,100.0
10000.0,9513.804442464583,-4.861955575354168,2,0.0
10000.0,9998.68143819628,-0.013185618037205133,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,10000.0,0.0,0,0.0
10000.0,10322.05345759363,3.220534575936308,2,50.0
10000.0,10048.01320906385,0.4801320906385081,2,100.0
10000.0,10188.68884142,1.8868884142000026,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,9896.210804216962,-1.0378919578303794,2,50.0
10000.0,10022.056101517031,0.22056101517031493,2,50.0
10000.0,10150.046510990078,1.5004651099007786,2,50.0
10000.0,10169.24990928412,1.692499092841208,2,50.0
10000.0,9896.969696969696,-1.0303030303030392,2,0.0
10000.0,9944.782510705434,-0.552174892945659,2,50.0
10000.0,9683.298502845417,-3.167014971545832,2,0.0
10000.0,9634.920544461153,-3.650794555388474,2,0.0
10000.0,9969.96996996997,-0.3003003003002959,1,0.0
10000.0,10130.51885884143,1.305188588414294,2,50.0
10000.0,9551.063241332897,-4.489367586671033,2,0.0
10000.0,9738.907247694593,-2.61092752305407,2,0.0
10000.0,10171.14914425428,1.7114914425427923,1,100.0
10000.0,10193.07222853322,1.9307222853321946,2,50.0
10000.0,10158.863186166778,1.5886318616677817,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,9925.756988198675,-0.7424301180132533,2,50.0
10000.0,9912.476416386795,-0.8752358361320511,2,50.0
10000.0,10148.167778385481,1.4816777838548114,2,50.0
10000.0,9891.891891891893,-1.0810810810810654,1,0.0
10000.0,10052.429220552254,0.5242922055225426,2,50.0
10000.0,9792.232860449425,-2.0776713955057495,2,50.0
10000.0,10042.007599369652,0.4200759936965187,2,50.0
10000.0,10065.022480708823,0.6502248070882342,2,50.0
10000.0,9942.762165258715,-0.5723783474128504,2,50.0
10000.0,10045.353089559334,0.4535308955933397,2,50.0
10000.0,10050.840251780293,0.5084025178029333,2,50.0
10000.0,9695.463414892096,-3.0453658510790413,2,0.0
10000.0,9868.256650581001,-1.3174334941899906,2,0.0
10000.0,10027.85900122027,0.2785900122026942,2,50.0
10000.0,9990.768520655438,-0.09231479344562103,2,50.0
10000.0,9871.849205868702,-1.281507941312975,2,50.0
10000.0,9905.136510874596,-0.9486348912540415,2,0.0
10000.0,10024.098570476985,0.24098570476984607,2,50.0
10000.0,9645.30250512482,-3.5469749487517945,2,0.0
10000.0,9988.428945834152,-0.11571054165848181,2,50.0
10000.0,9823.36137091087,-1.7663862908912962,2,0.0
10000.0,9957.986008987311,-0.4201399101268908,2,0.0
10000.0,10025.480437827093,0.2548043782709283,2,50.0
10000.0,9896.564885496184,-1.0343511450381628,2,50.0
10000.0,9915.64956347847,-0.8435043652153036,2,50.0
10000.0,9792.963003602892,-2.0703699639710793,2,0.0
10000.0,9991.127694859038,-0.08872305140961544,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,9824.738540275923,-1.752614597240772,2,0.0
10000.0,10289.68473494794,2.8968473494793945,2,50.0
10000.0,10089.40027216914,0.894002721691395,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,10186.648072129507,1.8664807212950656,2,100.0
10000.0,10045.936316295752,0.4593631629575248,2,50.0
10000.0,9906.762295081968,-0.9323770491803225,2,0.0
10000.0,9802.93031565974,-1.9706968434026022,2,50.0
10000.0,10130.982803106057,1.3098280310605697,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,10000.0,0.0,0,0.0
10000.0,9887.507855086444,-1.1249214491355635,2,50.0
10000.0,9818.903834291381,-1.8109616570861908,2,0.0
10000.0,9966.249966249967,-0.33750033750033254,2,50.0
10000.0,9581.242844713102,-4.187571552868976,2,0.0
10000.0,9571.349633516615,-4.2865036648338535,2,0.0
10000.0,9873.143139570006,-1.268568604299944,2,50.0
10000.0,10045.0832382147,0.4508323821470003,2,50.0
10000.0,11904.748503780416,19.04748503780416,2,100.0
10000.0,10204.798265460031,2.0479826546003097,2,50.0
10000.0,10033.655868742111,0.3365586874211113,2,50.0
10000.0,9833.325218689648,-1.6667478131035203,2,50.0
10000.0,9867.637934672866,-1.3236206532713368,2,50.0
10000.0,10050.489113284948,0.5048911328494796,1,100.0
10000.0,10026.074681550743,0.26074681550742757,2,50.0
10000.0,9999.0,-0.01,2,0.0
10000.0,10088.501041915477,0.8850104191547689,2,50.0
10000.0,9555.229670178453,-4.447703298215474,2,0.0
10000.0,9965.48748921484,-0.3451251078515997,2,50.0
10000.0,9863.42262025771,-1.3657737974228985,2,0.0
10000.0,10000.0,0.0,0,0.0
10000.0,10252.8477684892,2.5284776848920045,2,100.0
10000.0,9772.814626941481,-2.27185373058519,2,0.0
10000.0,10005.408322724237,0.05408322724237224,2,50.0
10000.0,10000.0,0.0,0,0.0
10000.0,9854.424695586791,-1.4557530441320887,2,0.0
10000.0,10047.263658356607,0.4726365835660727,2,100.0
10000.0,9926.456294952379,-0.7354370504762119,2,0.0
10000.0,10146.848170423764,1.4684817042376381,2,50.0
10000.0,10011.383075465339,0.11383075465339061,2,50.0
10000.0,10146.853029679114,1.468530296791141,2,50.0
10000.0,9835.873167891981,-1.641268321080188,2,0.0
10000.0,9986.328473872958,-0.13671526127041944,2,50.0
10000.0,9985.048214388124,-0.14951785611876403,2,50.0
